"id","title","amount","department","transaction","views","city","province","date","week_day"
78674,"I Paid Rs. 800 to Municipal Services in Agra.",800,"Municipal Services","Birth Certificate",18,"Agra","Uttar Pradesh","2015-10-12","Monday"
78673,"I Paid Rs. 1200 to Municipal Services in Agra.",1200,"Municipal Services","Birth Certificate",12,"Agra","Uttar Pradesh","2015-10-12","Monday"
78672,"I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.",800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",11,"Indore","Uttar Pradesh","2015-10-12","Monday"
78671,"I Paid Rs. 3200 to Municipal Services in Agra.",3200,"Municipal Services","Birth Certificate",16,"Agra","Uttar Pradesh","2015-10-12","Monday"
78670,"I Paid Rs. 900 to Food, Civil Supplies and Consumer Affairs in Indore.",900,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",10,"Indore","Madhya Pradesh","2015-10-12","Monday"
78669,"I Paid Rs. 6500 to Police in Bangalore.",6500,"Police","Filing FIR",78,"Bangalore","Madhya Pradesh","2015-10-12","Monday"
78668,"I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Indore.",500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",9,"Indore","Madhya Pradesh","2015-10-12","Monday"
78667,"I Paid Rs. 4000 to Municipal Services in Aligarh.",4000,"Municipal Services","Birth Certificate",37,"Aligarh","Madhya Pradesh","2015-10-12","Monday"
78665,"I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",86,"Bangalore","Madhya Pradesh","2015-10-12","Monday"
78664,"I Paid Rs. 600 to Income Tax in Bangalore.",600,"Income Tax","New PAN Card",92,"Bangalore","Madhya Pradesh","2015-10-12","Monday"
78663,"I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",80,"Bangalore","Madhya Pradesh","2015-10-12","Monday"
78662,"I Paid Rs. 500 to Income Tax in Bangalore.",500,"Income Tax","New PAN Card",81,"Bangalore","Madhya Pradesh","2015-10-12","Monday"
78661,"I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",72,"Bangalore","Madhya Pradesh","2015-10-12","Monday"
78660,"I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.",1200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",9,"Indore","Madhya Pradesh","2015-10-12","Monday"
78659,"I Paid Rs. 5000 to Transport in Bangalore.",5000,"Transport","New Domestic Driving License",112,"Bangalore","Karnataka","2015-10-12","Monday"
78658,"I Paid Rs. 2500 to Municipal Services in Bangalore.",2500,"Municipal Services","Birth Certificate",43,"Bangalore","Karnataka","2015-10-12","Monday"
78657,"I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.",4000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",9,"Indore","Karnataka","2015-10-12","Monday"
78656,"I Paid Rs. 1500 to Municipal Services in Agra.",1500,"Municipal Services","Birth Certificate",12,"Agra","Karnataka","2015-10-12","Monday"
78655,"I Paid Rs. 1500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",1500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",36,"Bangalore","Karnataka","2015-10-12","Monday"
78654,"I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",51,"Bangalore","Karnataka","2015-10-12","Monday"
78653,"I Paid Rs. 2500 to Municipal Services in Agra.",2500,"Municipal Services","Birth Certificate",10,"Agra","Karnataka","2015-10-12","Monday"
78652,"I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.",3000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",6,"Indore","Karnataka","2015-10-12","Monday"
78651,"I Paid Rs. 6500 to Transport in Bangalore.",6500,"Transport","New Domestic Driving License",63,"Bangalore","Karnataka","2015-10-12","Monday"
78650,"I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",28,"Bangalore","Karnataka","2015-10-12","Monday"
78649,"I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.",2000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",6,"Indore","Madhya Pradesh","2015-10-12","Monday"
78648,"I Paid Rs. 1000 to Income Tax in Bangalore.",1000,"Income Tax","New PAN Card",61,"Bangalore","Madhya Pradesh","2015-10-12","Monday"
78647,"I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Indore.",1000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",12,"Indore","Madhya Pradesh","2015-10-12","Monday"
78646,"I Paid Rs. 8500 to Stamps and Registration in Bangalore.",8500,"Stamps and Registration","Marriage Certificate",35,"Bangalore","Madhya Pradesh","2015-10-12","Monday"
78645,"I Paid Rs. 1800 to Food, Civil Supplies and Consumer Affairs in Indore.",1800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",9,"Indore","Madhya Pradesh","2015-10-12","Monday"
78644,"I Paid Rs. 2400 to Food, Civil Supplies and Consumer Affairs in Indore.",2400,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",9,"Indore","Madhya Pradesh","2015-10-12","Monday"
78643,"I Paid Rs. 2610 to Food, Civil Supplies and Consumer Affairs in Indore.",2610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",11,"Indore","Madhya Pradesh","2015-10-12","Monday"
78642,"I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",31,"Bangalore","Madhya Pradesh","2015-10-12","Monday"
78641,"I Paid Rs. 3610 to Food, Civil Supplies and Consumer Affairs in Indore.",3610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",15,"Indore","Madhya Pradesh","2015-10-12","Monday"
78640,"I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Bangalore.",1000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",25,"Bangalore","Madhya Pradesh","2015-10-12","Monday"
78639,"I Paid Rs. 5000 to Food, Civil Supplies and Consumer Affairs in Bangalore.",5000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",26,"Bangalore","Karnataka","2015-10-12","Monday"
78638,"I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.",800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",9,"Indore","Karnataka","2015-10-12","Monday"
78637,"I Paid Rs. 2500 to Municipal Services in Bangalore.",2500,"Municipal Services","Birth Certificate",17,"Bangalore","Karnataka","2015-10-12","Monday"
78636,"I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",28,"Bangalore","Karnataka","2015-10-12","Monday"
78635,"I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.",1200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",9,"Indore","Karnataka","2015-10-12","Monday"
78634,"I Paid Rs. 250 to Income Tax in Bangalore.",250,"Income Tax","New PAN Card",46,"Bangalore","Karnataka","2015-10-12","Monday"
78633,"I Paid Rs. 2000 to Municipal Services in Bangalore.",2000,"Municipal Services","Birth Certificate",23,"Bangalore","Karnataka","2015-10-12","Monday"
78632,"I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.",3200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",10,"Indore","Karnataka","2015-10-12","Monday"
78631,"I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.",4000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",11,"Indore","Karnataka","2015-10-12","Monday"
78630,"I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",16,"Bangalore","Karnataka","2015-10-12","Monday"
78629,"I Paid Rs. 6500 to Police in Bangalore.",6500,"Police","Filing FIR",57,"Bangalore","Karnataka","2015-10-12","Monday"
78628,"I Paid Rs. 5600 to Municipal Services in Bangalore.",5600,"Municipal Services","Birth Certificate",12,"Bangalore","Karnataka","2015-10-12","Monday"
78627,"I Paid Rs. 15000 to Food, Civil Supplies and Consumer Affairs in Indore.",15000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",7,"Indore","Karnataka","2015-10-12","Monday"
78626,"I Paid Rs. 60000 to Police in Pune.",60000,"Police","Police Verification for Passport",67,"Pune","Karnataka","2015-10-12","Monday"
78625,"I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",9,"Bangalore","Karnataka","2015-10-12","Monday"
78624,"I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",2500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",4,"Bangalore","Karnataka","2015-10-12","Monday"
78623,"I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.",3000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",4,"Indore","Karnataka","2015-10-12","Monday"
78622,"I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.",2500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",8,"Indore","Karnataka","2015-10-12","Monday"
78621,"I Paid Rs. 500 to Municipal Services in Agra.",500,"Municipal Services","Birth Certificate",15,"Agra","Karnataka","2015-10-12","Monday"
78620,"I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.",2000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",9,"Indore","Karnataka","2015-10-12","Monday"
78619,"I Paid Rs. 610 to Municipal Services in Agra.",610,"Municipal Services","Birth Certificate",15,"Agra","Uttar Pradesh","2015-10-12","Monday"
78618,"I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.",2500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",9,"Indore","Uttar Pradesh","2015-10-12","Monday"
78617,"I Paid Rs. 65000 to Police in Bangalore.",65000,"Police","Filing FIR",35,"Bangalore","Uttar Pradesh","2015-10-12","Monday"
78616,"I Paid Rs. 1500 to Municipal Services in Agra.",1500,"Municipal Services","Birth Certificate",15,"Agra","Uttar Pradesh","2015-10-12","Monday"
78615,"I Paid Rs. 1400 to Food, Civil Supplies and Consumer Affairs in Indore.",1400,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",7,"Indore","Uttar Pradesh","2015-10-12","Monday"
78614,"I Paid Rs. 1200 to Municipal Services in Agra.",1200,"Municipal Services","Birth Certificate",14,"Agra","Uttar Pradesh","2015-10-12","Monday"
78613,"I Paid Rs. 5000 to Stamps and Registration in Bangalore.",5000,"Stamps and Registration","Marriage Certificate",19,"Bangalore","Uttar Pradesh","2015-10-12","Monday"
78612,"I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.",800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",5,"Indore","Uttar Pradesh","2015-10-12","Monday"
78611,"I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",16,"Bangalore","Uttar Pradesh","2015-10-12","Monday"
78610,"I Paid Rs. 4000 to Municipal Services in Agra.",4000,"Municipal Services","Birth Certificate",11,"Agra","Uttar Pradesh","2015-10-12","Monday"
78609,"I Paid Rs. 5600 to Transport in Bangalore.",5600,"Transport","New Domestic Driving License",85,"Bangalore","Karnataka","2015-10-12","Monday"
78608,"I Paid Rs. 900 to Food, Civil Supplies and Consumer Affairs in Indore.",900,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",6,"Indore","Karnataka","2015-10-12","Monday"
78607,"I Paid Rs. 6500 to Transport in Bangalore.",6500,"Transport","New Domestic Driving License",44,"Bangalore","Karnataka","2015-10-12","Monday"
78606,"I Paid Rs. 3000 to Municipal Services in Agra.",3000,"Municipal Services","Birth Certificate",12,"Agra","Karnataka","2015-10-12","Monday"
78605,"I Paid Rs. 50000 to Transport in Bangalore.",50000,"Transport","Duplicate Registration Certificate",57,"Bangalore","Karnataka","2015-10-12","Monday"
78604,"I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Indore.",500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",5,"Indore","Karnataka","2015-10-12","Monday"
78603,"I Paid Rs. 5800 to Municipal Services in Bangalore.",5800,"Municipal Services","Birth Certificate",9,"Bangalore","Karnataka","2015-10-12","Monday"
78602,"I Paid Rs. 2000 to Municipal Services in Agra.",2000,"Municipal Services","Birth Certificate",25,"Agra","Karnataka","2015-10-12","Monday"
78601,"I Paid Rs. 610 to Food, Civil Supplies and Consumer Affairs in Indore.",610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",6,"Indore","Karnataka","2015-10-12","Monday"
78600,"I Paid Rs. 5500 to Stamps and Registration in Bangalore.",5500,"Stamps and Registration","Marriage Certificate",15,"Bangalore","Karnataka","2015-10-12","Monday"
78599,"I Paid Rs. 6000 to Commercial Tax, Sales Tax, VAT in Mumbai.",6000,"Commercial Tax, Sales Tax, VAT","C Form",73,"Mumbai","Maharashtra","2015-10-12","Monday"
78598,"I Paid Rs. 5000 to Transport in Bangalore.",5000,"Transport","New Domestic Driving License",35,"Bangalore","Maharashtra","2015-10-12","Monday"
78597,"I Paid Rs. 1000 to Municipal Services in Agra.",1000,"Municipal Services","Birth Certificate",19,"Agra","Maharashtra","2015-10-12","Monday"
78596,"I Paid Rs. 1500 to Food, Civil Supplies and Consumer Affairs in Indore.",1500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",7,"Indore","Maharashtra","2015-10-12","Monday"
78595,"I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",5,"Bangalore","Maharashtra","2015-10-12","Monday"
78594,"I Paid Rs. 5000 to Stamps and Registration in Bangalore.",5000,"Stamps and Registration","Marriage Certificate",10,"Bangalore","Maharashtra","2015-10-12","Monday"
78593,"I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.",1200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",7,"Indore","Maharashtra","2015-10-12","Monday"
78592,"I Paid Rs. 5200 to Municipal Services in Bangalore.",5200,"Municipal Services","Birth Certificate",6,"Bangalore","Maharashtra","2015-10-12","Monday"
78591,"I Paid Rs. 25000 to Police in Bangalore.",25000,"Police","Filing FIR",30,"Bangalore","Maharashtra","2015-10-12","Monday"
78589,"I Paid Rs. 1800 to Municipal Services in Agra.",1800,"Municipal Services","Birth Certificate",21,"Agra","Maharashtra","2015-10-12","Monday"
78588,"I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.",4000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",9,"Indore","Madhya Pradesh","2015-10-12","Monday"
78586,"I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",2500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",8,"Bangalore","Madhya Pradesh","2015-10-12","Monday"
78585,"I Paid Rs. 2500 to Transport in Bangalore.",2500,"Transport","Duplicate Registration Certificate",45,"Bangalore","Madhya Pradesh","2015-10-12","Monday"
78584,"I Paid Rs. 2400 to Municipal Services in Agra.",2400,"Municipal Services","Birth Certificate",17,"Agra","Madhya Pradesh","2015-10-12","Monday"
78583,"I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.",3000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",12,"Indore","Madhya Pradesh","2015-10-12","Monday"
78582,"I Paid Rs. 3500 to Municipal Services in Bangalore.",3500,"Municipal Services","Birth Certificate",7,"Bangalore","Madhya Pradesh","2015-10-12","Monday"
78581,"I Paid Rs. 5800 to Customs, Excise and Service Tax in Bangalore.",5800,"Customs, Excise and Service Tax","Customs Check and Clearance",88,"Bangalore","Madhya Pradesh","2015-10-12","Monday"
78580,"I Paid Rs. 2610 to Municipal Services in Agra.",2610,"Municipal Services","Birth Certificate",10,"Agra","Madhya Pradesh","2015-10-12","Monday"
78579,"I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.",2000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",9,"Indore","Madhya Pradesh","2015-10-12","Monday"
78578,"I Paid Rs. 4500 to Transport in Bangalore.",4500,"Transport","New Domestic Driving License",45,"Bangalore","Madhya Pradesh","2015-10-12","Monday"
78577,"I Paid Rs. 5000 to Commercial Tax, Sales Tax, VAT in Bangalore.",5000,"Commercial Tax, Sales Tax, VAT","C Form",60,"Bangalore","Karnataka","2015-10-12","Monday"
78576,"I Paid Rs. 3610 to Municipal Services in Agra.",3610,"Municipal Services","Birth Certificate",11,"Agra","Karnataka","2015-10-12","Monday"
78575,"I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Indore.",1000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",8,"Indore","Karnataka","2015-10-12","Monday"
78574,"I Paid Rs. 2500 to Transport in Bangalore.",2500,"Transport","Duplicate Registration Certificate",20,"Bangalore","Karnataka","2015-10-12","Monday"
78573,"I Paid Rs. 45000 to Stamps and Registration in Bangalore.",45000,"Stamps and Registration","Registration of Flat or Apartment",15,"Bangalore","Karnataka","2015-10-12","Monday"
78572,"I Paid Rs. 1800 to Food, Civil Supplies and Consumer Affairs in Indore.",1800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",8,"Indore","Karnataka","2015-10-12","Monday"
78571,"I Paid Rs. 5600 to Stamps and Registration in Bangalore.",5600,"Stamps and Registration","Registration of Property",14,"Bangalore","Karnataka","2015-10-12","Monday"
78570,"I Paid Rs. 5500 to Police in Bangalore.",5500,"Police","Traffic Violations",28,"Bangalore","Karnataka","2015-10-12","Monday"
78569,"I Paid Rs. 2400 to Food, Civil Supplies and Consumer Affairs in Indore.",2400,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",12,"Indore","Karnataka","2015-10-12","Monday"
78568,"I Paid Rs. 3200 to Transport in Bangalore.",3200,"Transport","New Domestic Driving License",24,"Bangalore","Karnataka","2015-10-12","Monday"
78567,"I Paid Rs. 9000 to Commercial Tax, Sales Tax, VAT in New Delhi.",9000,"Commercial Tax, Sales Tax, VAT","C Form",86,"New","Delhi Delhi","2015-10-12","Monday"
78566,"I Paid Rs. 2610 to Food, Civil Supplies and Consumer Affairs in Indore.",2610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",9,"Indore","Delhi Delhi","2015-10-12","Monday"
78565,"I Paid Rs. 3610 to Food, Civil Supplies and Consumer Affairs in Indore.",3610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",8,"Indore","Delhi Delhi","2015-10-12","Monday"
78564,"I Paid Rs. 2500 to Police in Bangalore.",2500,"Police","Police Verification for Passport",24,"Bangalore","Delhi Delhi","2015-10-12","Monday"
78562,"I Paid Rs. 5200 to Transport in Bangalore.",5200,"Transport","Duplicate Registration Certificate",18,"Bangalore","Delhi Delhi","2015-10-12","Monday"
78561,"I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.",800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",9,"Indore","Delhi Delhi","2015-10-12","Monday"
78560,"I Paid Rs. 650 to Food, Civil Supplies and Consumer Affairs in Bangalore.",650,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",7,"Bangalore","Delhi Delhi","2015-10-12","Monday"
78559,"I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.",1200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",8,"Indore","Delhi Delhi","2015-10-12","Monday"
78558,"I Paid Rs. 3000 to Municipal Services in Bangalore.",3000,"Municipal Services","Birth Certificate",8,"Bangalore","Delhi Delhi","2015-10-12","Monday"
78557,"I Paid Rs. 5600 to Stamps and Registration in Bangalore.",5600,"Stamps and Registration","Marriage Certificate",18,"Bangalore","Delhi Delhi","2015-10-12","Monday"
78556,"I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.",3200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",10,"Indore","Madhya Pradesh","2015-10-12","Monday"
78555,"I Paid Rs. 25000 to Police in Bangalore.",25000,"Police","Filing FIR",23,"Bangalore","Madhya Pradesh","2015-10-12","Monday"
78554,"I Paid Rs. 6000 to Stamps and Registration in Bangalore.",6000,"Stamps and Registration","Marriage Certificate",15,"Bangalore","Madhya Pradesh","2015-10-12","Monday"
78553,"I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.",4000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",7,"Indore","Madhya Pradesh","2015-10-12","Monday"
78552,"I Paid Rs. 2500 to Municipal Services in Agra.",2500,"Municipal Services","Birth Certificate",13,"Agra","Madhya Pradesh","2015-10-12","Monday"
78551,"I Paid Rs. 2500 to Transport in Bangalore.",2500,"Transport","New Domestic Driving License",15,"Bangalore","Madhya Pradesh","2015-10-12","Monday"
78550,"I Paid Rs. 60000 to Customs, Excise and Service Tax in Bangalore.",60000,"Customs, Excise and Service Tax","Customs Check and Clearance",85,"Bangalore","Madhya Pradesh","2015-10-12","Monday"
78549,"I Paid Rs. 1500 to Food, Civil Supplies and Consumer Affairs in Indore.",1500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",4,"Indore","Madhya Pradesh","2015-10-12","Monday"
78548,"I Paid Rs. 2000 to Municipal Services in Aligarh.",2000,"Municipal Services","Birth Certificate",41,"Aligarh","Madhya Pradesh","2015-10-12","Monday"
78547,"I Paid Rs. 5000 to Stamps and Registration in Bangalore.",5000,"Stamps and Registration","Marriage Certificate",14,"Bangalore","Madhya Pradesh","2015-10-12","Monday"
78546,"I Paid Rs. 15000 to Customs, Excise and Service Tax in Bangalore.",15000,"Customs, Excise and Service Tax","Customs Check and Clearance",57,"Bangalore","Karnataka","2015-10-12","Monday"
78544,"I Paid Rs. 9000 to Passport in Chennai.",9000,"Passport","Police Verification for Passport",237,"Chennai","Karnataka","2015-10-12","Monday"
78543,"I Paid Rs. 520 to Food, Civil Supplies and Consumer Affairs in Bangalore.",520,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",2,"Bangalore","Karnataka","2015-10-12","Monday"
78542,"I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.",3000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",4,"Indore","Karnataka","2015-10-12","Monday"
78541,"I Paid Rs. 2000 to Passport in Bangalore.",2000,"Passport","Passport Delivery",155,"Bangalore","Karnataka","2015-10-12","Monday"
78540,"I Paid Rs. 2500 to Passport in Bangalore.",2500,"Passport","Police Verification for Passport",95,"Bangalore","Karnataka","2015-10-12","Monday"
78539,"I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.",2500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",4,"Indore","Karnataka","2015-10-12","Monday"
78538,"I Paid Rs. 25000 to Stamps and Registration in Bangalore.",25000,"Stamps and Registration","Registration of Property",13,"Bangalore","Karnataka","2015-10-12","Monday"
78536,"I Paid Rs. 2500 to Transport in Bangalore.",2500,"Transport","Registration of Vehicle",27,"Bangalore","Karnataka","2015-10-12","Monday"
78537,"I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.",2000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",4,"Indore","Karnataka","2015-10-12","Monday"
78535,"I Paid Rs. 15000 to Police in Bangalore.",15000,"Police","Filing FIR",20,"Bangalore","Karnataka","2015-10-12","Monday"
78534,"I Paid Rs. 2500 to Police in Bangalore.",2500,"Police","Traffic Violations",15,"Bangalore","Karnataka","2015-10-12","Monday"
78533,"I Paid Rs. 25000 to Police in Bangalore.",25000,"Police","Police Harassment",15,"Bangalore","Karnataka","2015-10-12","Monday"
78532,"I Paid Rs. 1500 to Passport in Bangalore.",1500,"Passport","Passport Delivery",53,"Bangalore","Karnataka","2015-10-12","Monday"
78531,"I Paid Rs. 500 to Income Tax in Bangalore.",500,"Income Tax","New PAN Card",32,"Bangalore","Karnataka","2015-10-12","Monday"
78530,"I Paid Rs. 1500 to Passport in Bangalore.",1500,"Passport","Passport Delivery",42,"Bangalore","Karnataka","2015-10-12","Monday"
78529,"I Paid Rs. 2500 to Transport in Bangalore.",2500,"Transport","New Domestic Driving License",21,"Bangalore","Karnataka","2015-10-12","Monday"
78528,"I Paid Rs. 1000 to Stamps and Registration in Bangalore.",1000,"Stamps and Registration","Marriage Certificate",12,"Bangalore","Karnataka","2015-10-12","Monday"
78527,"I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",6,"Bangalore","Karnataka","2015-10-12","Monday"
78526,"I Paid Rs. 15000 to Police in Bangalore.",15000,"Police","Filing FIR",14,"Bangalore","Karnataka","2015-10-12","Monday"
78525,"I Paid Rs. 2000 to Transport in Bangalore.",2000,"Transport","Duplicate Registration Certificate",28,"Bangalore","Karnataka","2015-10-12","Monday"
78524,"I Paid Rs. 2500 to Customs, Excise and Service Tax in Bangalore.",2500,"Customs, Excise and Service Tax","Customs Check and Clearance",31,"Bangalore","Karnataka","2015-10-12","Monday"
78522,"I Paid Rs. 1500 to Commercial Tax, Sales Tax, VAT in Bangalore.",1500,"Commercial Tax, Sales Tax, VAT","C Form",36,"Bangalore","Karnataka","2015-10-12","Monday"
78523,"I Paid Rs. 5000 to Commercial Tax, Sales Tax, VAT in Bangalore.",5000,"Commercial Tax, Sales Tax, VAT","C Form",35,"Bangalore","Karnataka","2015-10-12","Monday"
78521,"I Paid Rs. 2000 to Municipal Services in Bangalore.",2000,"Municipal Services","Birth Certificate",10,"Bangalore","Karnataka","2015-10-12","Monday"
78520,"I Paid Rs. 2500 to Transport in Bangalore.",2500,"Transport","Registration of Vehicle",27,"Bangalore","Karnataka","2015-10-12","Monday"
78519,"I Paid Rs. 600 to Food, Civil Supplies and Consumer Affairs in Abhayapuri.",600,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",58,"Abhayapuri","Karnataka","2015-10-12","Monday"
78518,"I Paid Rs. 424 to Commercial Tax, Sales Tax, VAT in Abhayapuri.",424,"Commercial Tax, Sales Tax, VAT","C Form",61,"Abhayapuri","Karnataka","2015-10-12","Monday"
78517,"I Paid Rs. 15000 to Passport in Adityapur.",15000,"Passport","Passport Delivery",75,"Adityapur","Karnataka","2015-10-12","Monday"
78516,"I Paid Rs. 2500 to Police in Aligarh.",2500,"Police","Police Verification for Passport",39,"Aligarh","Karnataka","2015-10-12","Monday"
78514,"I Paid Rs. 1500 to Transport in Abhayapuri.",1500,"Transport","New Domestic Driving License",55,"Abhayapuri","Assam","2015-10-12","Monday"
78513,"I Paid Rs. 10000 to Stamps and Registration in Allahabad.",10000,"Stamps and Registration","Registration of Property",38,"Allahabad","Assam","2015-10-12","Monday"
78512,"I Paid Rs. 550 to Income Tax in Adari.",550,"Income Tax","New PAN Card",70,"Adari","Assam","2015-10-12","Monday"
78511,"I Paid Rs. 2000 to Transport in Arwal.",2000,"Transport","New Domestic Driving License",26,"Arwal","Assam","2015-10-12","Monday"
78510,"I Paid Rs. 500 to Stamps and Registration in Alleppey.",500,"Stamps and Registration","Marriage Certificate",33,"Alleppey","Assam","2015-10-12","Monday"
78509,"I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Ahmadnagar.",500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",31,"Ahmadnagar","Assam","2015-10-12","Monday"
