"id","title","amount","department","transaction","views","city","province","date"
78809,"I Paid Rs. 500 to Police in New Delhi.",500,"Police","Police Verification for Passport",143,"New","Delhi Delhi",2015-10-13
78807,"I Paid Rs. 500 to Police in New Delhi.",500,"Police","Police Verification for Passport",97,"New","Delhi Delhi",2015-10-13
78806,"I Paid Rs. 500 to Transport in Bangalore.",500,"Transport","Duplicate Registration Certificate",198,"Bangalore","Delhi Delhi",2015-10-13
78805,"I Paid Rs. 1500 to Customs, Excise and Service Tax in New Delhi.",1500,"Customs, Excise and Service Tax","Customs Check and Clearance",162,"New","Delhi Delhi",2015-10-13
78801,"I Paid Rs. 500 to Police in Bangalore.",500,"Police","Filing FIR",115,"Bangalore","Delhi Delhi",2015-10-13
78799,"I Paid Rs. 1000 to Commercial Tax, Sales Tax, VAT in Aizawl.",1000,"Commercial Tax, Sales Tax, VAT","C Form",136,"Aizawl","Delhi Delhi",2015-10-13
78797,"I Paid Rs. 15000 to Customs, Excise and Service Tax in Bangalore.",15000,"Customs, Excise and Service Tax","Customs Check and Clearance",160,"Bangalore","Delhi Delhi",2015-10-13
78793,"I Paid Rs. 77 to Police in Adoni.",77,"Police","Traffic Violations",96,"Adoni","Delhi Delhi",2015-10-13
78792,"I Paid Rs. 100000 to Stamps and Registration in Bangalore.",1e+05,"Stamps and Registration","Registration of Property",197,"Bangalore","Delhi Delhi",2015-10-13
78791,"I Paid Rs. 500 to Municipal Services in Bangalore.",500,"Municipal Services","Birth Certificate",86,"Bangalore","Delhi Delhi",2015-10-13
78788,"I Paid Rs. 600 to Transport in Bangalore.",600,"Transport","Duplicate Registration Certificate",171,"Bangalore","Karnataka",2015-10-13
78786,"I Paid Rs. 800 to Transport in Bangalore.",800,"Transport","Duplicate Registration Certificate",161,"Bangalore","Karnataka",2015-10-13
78768,"I Paid Rs. 500 to Municipal Services in Jaipur.",500,"Municipal Services","Birth Certificate",169,"Jaipur","Karnataka",2015-10-13
78767,"I Paid Rs. 700 to Police in Pune.",700,"Police","Traffic Violations",181,"Pune","Karnataka",2015-10-12
78766,"I Paid Rs. 500 to Stamps and Registration in Guwahati.",500,"Stamps and Registration","Marriage Certificate",201,"Guwahati","Karnataka",2015-10-12
78761,"I Paid Rs. 500 to Police in New Delhi.",500,"Police","Police Verification for Passport",160,"New","Karnataka",2015-10-12
78759,"I Paid Rs. 600 to Transport in New Delhi.",600,"Transport","New Domestic Driving License",192,"New","Karnataka",2015-10-12
78758,"I Paid Rs. 1500 to Customs, Excise and Service Tax in New Delhi.",1500,"Customs, Excise and Service Tax","Customs Check and Clearance",175,"New","Karnataka",2015-10-12
78755,"I Paid Rs. 500 to Transport in New Delhi.",500,"Transport","New Domestic Driving License",208,"New","Karnataka",2015-10-12
78754,"I Paid Rs. 1000 to Customs, Excise and Service Tax in New Delhi.",1000,"Customs, Excise and Service Tax","Customs Check and Clearance",158,"New","Karnataka",2015-10-12
78753,"I Paid Rs. 500 to Police in New Delhi.",500,"Police","Police Verification for Passport",184,"New","Delhi Delhi",2015-10-12
78750,"I Paid Rs. 2400 to Food, Civil Supplies and Consumer Affairs in Indore.",2400,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",172,"Indore","Delhi Delhi",2015-10-12
78749,"I Paid Rs. 2610 to Food, Civil Supplies and Consumer Affairs in Indore.",2610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",173,"Indore","Delhi Delhi",2015-10-12
78748,"I Paid Rs. 3610 to Food, Civil Supplies and Consumer Affairs in Indore.",3610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",158,"Indore","Delhi Delhi",2015-10-12
78747,"I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.",800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",128,"Indore","Delhi Delhi",2015-10-12
78745,"I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.",1200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",146,"Indore","Delhi Delhi",2015-10-12
78744,"I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.",3200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",125,"Indore","Delhi Delhi",2015-10-12
78743,"I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.",4000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",133,"Indore","Delhi Delhi",2015-10-12
78742,"I Paid Rs. 15000 to Food, Civil Supplies and Consumer Affairs in Indore.",15000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",143,"Indore","Delhi Delhi",2015-10-12
78741,"I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.",3000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",136,"Indore","Delhi Delhi",2015-10-12
78740,"I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.",2500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",124,"Indore","Madhya Pradesh",2015-10-12
78739,"I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.",2000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",104,"Indore","Madhya Pradesh",2015-10-12
78738,"I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.",2500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",81,"Indore","Madhya Pradesh",2015-10-12
78737,"I Paid Rs. 1400 to Food, Civil Supplies and Consumer Affairs in Indore.",1400,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",81,"Indore","Madhya Pradesh",2015-10-12
78736,"I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.",800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",73,"Indore","Madhya Pradesh",2015-10-12
78735,"I Paid Rs. 2000 to Municipal Services in Agra.",2000,"Municipal Services","Birth Certificate",121,"Agra","Madhya Pradesh",2015-10-12
78733,"I Paid Rs. 900 to Food, Civil Supplies and Consumer Affairs in Indore.",900,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",77,"Indore","Madhya Pradesh",2015-10-12
78732,"I Paid Rs. 1000 to Municipal Services in Agra.",1000,"Municipal Services","Birth Certificate",127,"Agra","Madhya Pradesh",2015-10-12
78731,"I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Indore.",500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",65,"Indore","Madhya Pradesh",2015-10-12
78730,"I Paid Rs. 1800 to Municipal Services in Agra.",1800,"Municipal Services","Birth Certificate",102,"Agra","Madhya Pradesh",2015-10-12
78729,"I Paid Rs. 610 to Food, Civil Supplies and Consumer Affairs in Indore.",610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",59,"Indore","Madhya Pradesh",2015-10-12
78728,"I Paid Rs. 2400 to Municipal Services in Agra.",2400,"Municipal Services","Birth Certificate",85,"Agra","Madhya Pradesh",2015-10-12
78727,"I Paid Rs. 1500 to Food, Civil Supplies and Consumer Affairs in Indore.",1500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",56,"Indore","Madhya Pradesh",2015-10-12
78726,"I Paid Rs. 2610 to Municipal Services in Agra.",2610,"Municipal Services","Birth Certificate",81,"Agra","Madhya Pradesh",2015-10-12
78725,"I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.",1200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",50,"Indore","Madhya Pradesh",2015-10-12
78724,"I Paid Rs. 3610 to Municipal Services in Agra.",3610,"Municipal Services","Birth Certificate",65,"Agra","Madhya Pradesh",2015-10-12
78723,"I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.",4000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",47,"Indore","Madhya Pradesh",2015-10-12
78722,"I Paid Rs. 800 to Municipal Services in Agra.",800,"Municipal Services","Birth Certificate",65,"Agra","Madhya Pradesh",2015-10-12
78721,"I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.",3000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",50,"Indore","Madhya Pradesh",2015-10-12
78719,"I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.",2000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",51,"Indore","Madhya Pradesh",2015-10-12
78720,"I Paid Rs. 1200 to Municipal Services in Agra.",1200,"Municipal Services","Birth Certificate",63,"Agra","Uttar Pradesh",2015-10-12
78718,"I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Indore.",1000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",45,"Indore","Uttar Pradesh",2015-10-12
78717,"I Paid Rs. 3200 to Municipal Services in Agra.",3200,"Municipal Services","Birth Certificate",64,"Agra","Uttar Pradesh",2015-10-12
78716,"I Paid Rs. 1800 to Food, Civil Supplies and Consumer Affairs in Indore.",1800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",51,"Indore","Uttar Pradesh",2015-10-12
78715,"I Paid Rs. 4000 to Municipal Services in Agra.",4000,"Municipal Services","Birth Certificate",50,"Agra","Uttar Pradesh",2015-10-12
78714,"I Paid Rs. 2400 to Food, Civil Supplies and Consumer Affairs in Indore.",2400,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",46,"Indore","Uttar Pradesh",2015-10-12
78713,"I Paid Rs. 15000 to Municipal Services in Agra.",15000,"Municipal Services","Birth Certificate",42,"Agra","Uttar Pradesh",2015-10-12
78712,"I Paid Rs. 2610 to Food, Civil Supplies and Consumer Affairs in Indore.",2610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",45,"Indore","Uttar Pradesh",2015-10-12
78711,"I Paid Rs. 3000 to Municipal Services in Agra.",3000,"Municipal Services","Birth Certificate",44,"Agra","Uttar Pradesh",2015-10-12
78710,"I Paid Rs. 3610 to Food, Civil Supplies and Consumer Affairs in Indore.",3610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",43,"Indore","Uttar Pradesh",2015-10-12
78709,"I Paid Rs. 2500 to Municipal Services in Agra.",2500,"Municipal Services","Birth Certificate",43,"Agra","Uttar Pradesh",2015-10-12
78708,"I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.",800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",42,"Indore","Uttar Pradesh",2015-10-12
78706,"I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.",1200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",45,"Indore","Uttar Pradesh",2015-10-12
78705,"I Paid Rs. 2500 to Municipal Services in Agra.",2500,"Municipal Services","Birth Certificate",50,"Agra","Uttar Pradesh",2015-10-12
78704,"I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.",3200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",45,"Indore","Uttar Pradesh",2015-10-12
78703,"I Paid Rs. 1400 to Municipal Services in Agra.",1400,"Municipal Services","Birth Certificate",48,"Agra","Uttar Pradesh",2015-10-12
78702,"I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.",4000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",45,"Indore","Uttar Pradesh",2015-10-12
78700,"I Paid Rs. 1500 to Food, Civil Supplies and Consumer Affairs in Indore.",1500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",43,"Indore","Uttar Pradesh",2015-10-12
78699,"I Paid Rs. 800 to Municipal Services in Agra.",800,"Municipal Services","Birth Certificate",45,"Agra","Uttar Pradesh",2015-10-12
78698,"I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.",3000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",45,"Indore","Uttar Pradesh",2015-10-12
78697,"I Paid Rs. 900 to Municipal Services in Agra.",900,"Municipal Services","Birth Certificate",43,"Agra","Uttar Pradesh",2015-10-12
78696,"I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.",2500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",44,"Indore","Uttar Pradesh",2015-10-12
78695,"I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.",2000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",46,"Indore","Uttar Pradesh",2015-10-12
78694,"I Paid Rs. 610 to Municipal Services in Agra.",610,"Municipal Services","Birth Certificate",51,"Agra","Uttar Pradesh",2015-10-12
78693,"I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.",3200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",44,"Indore","Uttar Pradesh",2015-10-12
78692,"I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.",2500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",44,"Indore","Uttar Pradesh",2015-10-12
78691,"I Paid Rs. 1200 to Municipal Services in Agra.",1200,"Municipal Services","Birth Certificate",48,"Agra","Uttar Pradesh",2015-10-12
78690,"I Paid Rs. 1400 to Food, Civil Supplies and Consumer Affairs in Indore.",1400,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",47,"Indore","Uttar Pradesh",2015-10-12
78689,"I Paid Rs. 4000 to Municipal Services in Agra.",4000,"Municipal Services","Birth Certificate",49,"Agra","Uttar Pradesh",2015-10-12
78688,"I Paid Rs. 2400 to Food, Civil Supplies and Consumer Affairs in Indore.",2400,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",40,"Indore","Uttar Pradesh",2015-10-12
78687,"I Paid Rs. 3000 to Municipal Services in Agra.",3000,"Municipal Services","Birth Certificate",47,"Agra","Uttar Pradesh",2015-10-12
78686,"I Paid Rs. 1100 to Food, Civil Supplies and Consumer Affairs in Indore.",1100,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",38,"Indore","Uttar Pradesh",2015-10-12
78685,"I Paid Rs. 2000 to Municipal Services in Agra.",2000,"Municipal Services","Birth Certificate",54,"Agra","Uttar Pradesh",2015-10-12
78684,"I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Indore.",1000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",38,"Indore","Uttar Pradesh",2015-10-12
78683,"I Paid Rs. 4200 to Food, Civil Supplies and Consumer Affairs in Indore.",4200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",39,"Indore","Uttar Pradesh",2015-10-12
78682,"I Paid Rs. 1000 to Municipal Services in Agra.",1000,"Municipal Services","Birth Certificate",50,"Agra","Uttar Pradesh",2015-10-12
78681,"I Paid Rs. 5000 to Food, Civil Supplies and Consumer Affairs in Indore.",5000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",33,"Indore","Uttar Pradesh",2015-10-12
78680,"I Paid Rs. 1800 to Municipal Services in Agra.",1800,"Municipal Services","Birth Certificate",44,"Agra","Uttar Pradesh",2015-10-12
78679,"I Paid Rs. 610 to Food, Civil Supplies and Consumer Affairs in Indore.",610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",33,"Indore","Uttar Pradesh",2015-10-12
78678,"I Paid Rs. 2400 to Municipal Services in Agra.",2400,"Municipal Services","Birth Certificate",47,"Agra","Uttar Pradesh",2015-10-12
78677,"I Paid Rs. 1610 to Food, Civil Supplies and Consumer Affairs in Indore.",1610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",32,"Indore","Madhya Pradesh",2015-10-12
78676,"I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.",3200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",33,"Indore","Madhya Pradesh",2015-10-12
78675,"I Paid Rs. 3610 to Municipal Services in Agra.",3610,"Municipal Services","Birth Certificate",48,"Agra","Madhya Pradesh",2015-10-12
78674,"I Paid Rs. 800 to Municipal Services in Agra.",800,"Municipal Services","Birth Certificate",49,"Agra","Madhya Pradesh",2015-10-12
78673,"I Paid Rs. 1200 to Municipal Services in Agra.",1200,"Municipal Services","Birth Certificate",40,"Agra","Madhya Pradesh",2015-10-12
78672,"I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.",800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",36,"Indore","Madhya Pradesh",2015-10-12
78671,"I Paid Rs. 3200 to Municipal Services in Agra.",3200,"Municipal Services","Birth Certificate",43,"Agra","Madhya Pradesh",2015-10-12
78670,"I Paid Rs. 900 to Food, Civil Supplies and Consumer Affairs in Indore.",900,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",35,"Indore","Madhya Pradesh",2015-10-12
78669,"I Paid Rs. 6500 to Police in Bangalore.",6500,"Police","Filing FIR",111,"Bangalore","Madhya Pradesh",2015-10-12
78668,"I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Indore.",500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",34,"Indore","Madhya Pradesh",2015-10-12
78667,"I Paid Rs. 4000 to Municipal Services in Aligarh.",4000,"Municipal Services","Birth Certificate",80,"Aligarh","Uttar Pradesh",2015-10-12
78665,"I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",121,"Bangalore","Uttar Pradesh",2015-10-12
78664,"I Paid Rs. 600 to Income Tax in Bangalore.",600,"Income Tax","New PAN Card",135,"Bangalore","Uttar Pradesh",2015-10-12
78663,"I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",120,"Bangalore","Uttar Pradesh",2015-10-12
78662,"I Paid Rs. 500 to Income Tax in Bangalore.",500,"Income Tax","New PAN Card",118,"Bangalore","Uttar Pradesh",2015-10-12
78661,"I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",107,"Bangalore","Uttar Pradesh",2015-10-12
78660,"I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.",1200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",35,"Indore","Uttar Pradesh",2015-10-12
78659,"I Paid Rs. 5000 to Transport in Bangalore.",5000,"Transport","New Domestic Driving License",152,"Bangalore","Uttar Pradesh",2015-10-12
78658,"I Paid Rs. 2500 to Municipal Services in Bangalore.",2500,"Municipal Services","Birth Certificate",75,"Bangalore","Uttar Pradesh",2015-10-12
78657,"I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.",4000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",35,"Indore","Uttar Pradesh",2015-10-12
78656,"I Paid Rs. 1500 to Municipal Services in Agra.",1500,"Municipal Services","Birth Certificate",41,"Agra","Uttar Pradesh",2015-10-12
78655,"I Paid Rs. 1500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",1500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",65,"Bangalore","Uttar Pradesh",2015-10-12
78654,"I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",87,"Bangalore","Uttar Pradesh",2015-10-12
78653,"I Paid Rs. 2500 to Municipal Services in Agra.",2500,"Municipal Services","Birth Certificate",39,"Agra","Uttar Pradesh",2015-10-12
78652,"I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.",3000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",31,"Indore","Uttar Pradesh",2015-10-12
78651,"I Paid Rs. 6500 to Transport in Bangalore.",6500,"Transport","New Domestic Driving License",96,"Bangalore","Uttar Pradesh",2015-10-12
78650,"I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",58,"Bangalore","Uttar Pradesh",2015-10-12
78649,"I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.",2000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",31,"Indore","Uttar Pradesh",2015-10-12
78648,"I Paid Rs. 1000 to Income Tax in Bangalore.",1000,"Income Tax","New PAN Card",95,"Bangalore","Uttar Pradesh",2015-10-12
78647,"I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Indore.",1000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",37,"Indore","Uttar Pradesh",2015-10-12
78646,"I Paid Rs. 8500 to Stamps and Registration in Bangalore.",8500,"Stamps and Registration","Marriage Certificate",65,"Bangalore","Karnataka",2015-10-12
78645,"I Paid Rs. 1800 to Food, Civil Supplies and Consumer Affairs in Indore.",1800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",33,"Indore","Karnataka",2015-10-12
78644,"I Paid Rs. 2400 to Food, Civil Supplies and Consumer Affairs in Indore.",2400,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",37,"Indore","Karnataka",2015-10-12
78643,"I Paid Rs. 2610 to Food, Civil Supplies and Consumer Affairs in Indore.",2610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",38,"Indore","Karnataka",2015-10-12
78642,"I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",61,"Bangalore","Karnataka",2015-10-12
78641,"I Paid Rs. 3610 to Food, Civil Supplies and Consumer Affairs in Indore.",3610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",40,"Indore","Karnataka",2015-10-12
78640,"I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Bangalore.",1000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",54,"Bangalore","Karnataka",2015-10-12
78639,"I Paid Rs. 5000 to Food, Civil Supplies and Consumer Affairs in Bangalore.",5000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",53,"Bangalore","Karnataka",2015-10-12
78638,"I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.",800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",34,"Indore","Karnataka",2015-10-12
78637,"I Paid Rs. 2500 to Municipal Services in Bangalore.",2500,"Municipal Services","Birth Certificate",45,"Bangalore","Karnataka",2015-10-12
78636,"I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",57,"Bangalore","Karnataka",2015-10-12
78635,"I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.",1200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",33,"Indore","Karnataka",2015-10-12
78634,"I Paid Rs. 250 to Income Tax in Bangalore.",250,"Income Tax","New PAN Card",80,"Bangalore","Karnataka",2015-10-12
78633,"I Paid Rs. 2000 to Municipal Services in Bangalore.",2000,"Municipal Services","Birth Certificate",52,"Bangalore","Karnataka",2015-10-12
78632,"I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.",3200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",35,"Indore","Karnataka",2015-10-12
78631,"I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.",4000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",36,"Indore","Karnataka",2015-10-12
78630,"I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",45,"Bangalore","Karnataka",2015-10-12
78629,"I Paid Rs. 6500 to Police in Bangalore.",6500,"Police","Filing FIR",89,"Bangalore","Karnataka",2015-10-12
78628,"I Paid Rs. 5600 to Municipal Services in Bangalore.",5600,"Municipal Services","Birth Certificate",40,"Bangalore","Karnataka",2015-10-12
78627,"I Paid Rs. 15000 to Food, Civil Supplies and Consumer Affairs in Indore.",15000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",32,"Indore","Karnataka",2015-10-12
78626,"I Paid Rs. 60000 to Police in Pune.",60000,"Police","Police Verification for Passport",102,"Pune","Maharashtra",2015-10-12
78625,"I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",39,"Bangalore","Maharashtra",2015-10-12
78624,"I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Bangalore.",2500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",34,"Bangalore","Maharashtra",2015-10-12
78623,"I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.",3000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",30,"Indore","Maharashtra",2015-10-12
78622,"I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.",2500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",33,"Indore","Maharashtra",2015-10-12
78621,"I Paid Rs. 500 to Municipal Services in Agra.",500,"Municipal Services","Birth Certificate",42,"Agra","Maharashtra",2015-10-12
78620,"I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.",2000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",34,"Indore","Maharashtra",2015-10-12
78619,"I Paid Rs. 610 to Municipal Services in Agra.",610,"Municipal Services","Birth Certificate",42,"Agra","Maharashtra",2015-10-12
78618,"I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.",2500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",34,"Indore","Maharashtra",2015-10-12
78617,"I Paid Rs. 65000 to Police in Bangalore.",65000,"Police","Filing FIR",65,"Bangalore","Maharashtra",2015-10-12
78616,"I Paid Rs. 1500 to Municipal Services in Agra.",1500,"Municipal Services","Birth Certificate",41,"Agra","Uttar Pradesh",2015-10-12
78615,"I Paid Rs. 1400 to Food, Civil Supplies and Consumer Affairs in Indore.",1400,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",31,"Indore","Uttar Pradesh",2015-10-12
78614,"I Paid Rs. 1200 to Municipal Services in Agra.",1200,"Municipal Services","Birth Certificate",46,"Agra","Uttar Pradesh",2015-10-12
78613,"I Paid Rs. 5000 to Stamps and Registration in Bangalore.",5000,"Stamps and Registration","Marriage Certificate",50,"Bangalore","Uttar Pradesh",2015-10-12
78612,"I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.",800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",29,"Indore","Uttar Pradesh",2015-10-12
78611,"I Paid Rs. 6500 to Stamps and Registration in Bangalore.",6500,"Stamps and Registration","Marriage Certificate",46,"Bangalore","Uttar Pradesh",2015-10-12
78610,"I Paid Rs. 4000 to Municipal Services in Agra.",4000,"Municipal Services","Birth Certificate",40,"Agra","Uttar Pradesh",2015-10-12
78609,"I Paid Rs. 5600 to Transport in Bangalore.",5600,"Transport","New Domestic Driving License",120,"Bangalore","Uttar Pradesh",2015-10-12
78608,"I Paid Rs. 900 to Food, Civil Supplies and Consumer Affairs in Indore.",900,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",31,"Indore","Uttar Pradesh",2015-10-12
78607,"I Paid Rs. 6500 to Transport in Bangalore.",6500,"Transport","New Domestic Driving License",73,"Bangalore","Uttar Pradesh",2015-10-12
78606,"I Paid Rs. 3000 to Municipal Services in Agra.",3000,"Municipal Services","Birth Certificate",41,"Agra","Uttar Pradesh",2015-10-12
78605,"I Paid Rs. 50000 to Transport in Bangalore.",50000,"Transport","Duplicate Registration Certificate",90,"Bangalore","Uttar Pradesh",2015-10-12
78604,"I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Indore.",500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",33,"Indore","Uttar Pradesh",2015-10-12
78603,"I Paid Rs. 5800 to Municipal Services in Bangalore.",5800,"Municipal Services","Birth Certificate",39,"Bangalore","Uttar Pradesh",2015-10-12
78602,"I Paid Rs. 2000 to Municipal Services in Agra.",2000,"Municipal Services","Birth Certificate",54,"Agra","Uttar Pradesh",2015-10-12
